"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"TimePerGame"
"13"	"13"	"TARASENKO"	" VLADIMIR"	"St. Louis"	"F(RW)"	80	1490.72	97	60	3.904	2.415	61.78	889	689	10.9111	91.2917	102.2028	1649	1229	66.371	49.466	57.3	5.8824	95.118	101.0004	40	34	16	74	56	292	551	13.698630137	7.25952813067	1.61	1.3685	0.644	2.9784	2.2539	11.7527	22.1773	41.24	35.05	76.29	57.73	NA	" VLADIMIR TARASENKO"	18.634
"14"	"14"	"SEGUIN"	" TYLER"	"Dallas"	"F(C)"	72	1399.85	111	69	4.758	2.957	61.67	929	589	11.9483	88.2852	100.2335	1742	1107	74.665	47.448	61.14	6.372	93.7669	100.1389	33	40	26	73	59	278	513	11.8705035971	6.43274853801	1.4144	1.7145	1.1144	3.1289	2.5288	11.9156	21.9881	29.73	36.04	65.77	53.15	NA	" TYLER SEGUIN"	19.4423611111111
"15"	"15"	"TAVARES"	" JOHN"	"NY Islanders"	"F(C)"	78	1559.5	99	57	3.809	2.193	63.46	902	716	10.9756	92.0391	103.0147	1768	1299	68.022	49.978	57.65	5.5995	95.612	101.2115	33	37	31	70	64	249	456	13.2530120482	7.23684210526	1.2696	1.4235	1.1927	2.6932	2.4623	9.58	17.5441	33.33	37.37	70.71	64.65	NA	" JOHN TAVARES"	19.9935897435897
"16"	"16"	"BACKSTROM"	" NICKLAS"	"Washington"	"F(C)"	75	1438.63	89	42	3.712	1.752	67.94	820	597	10.8537	92.9648	103.8185	1587	1238	66.188	51.632	56.18	5.6081	96.6074	102.2155	20	50	30	70	50	129	222	15.503875969	9.00900900901	0.8341	2.0853	1.2512	2.9194	2.0853	5.3801	9.2588	22.47	56.18	78.65	56.18	NA	" NICKLAS BACKSTROM"	19.1817333333333
"17"	"17"	"OVECHKIN"	" ALEX"	"Washington"	"F(LW)"	79	1604.37	122	49	4.563	1.832	71.35	1052	617	11.597	92.0583	103.6553	1979	1238	74.011	46.299	61.52	6.1647	96.042	102.2067	50	20	5	70	55	397	778	12.5944584383	6.42673521851	1.8699	0.748	0.187	2.6179	2.0569	14.847	29.0956	40.98	16.39	57.38	45.08	NA	" ALEX OVECHKIN"	20.3084810126582
"18"	"18"	"LETANG"	" KRIS"	"Pittsburgh"	"D"	71	1913.3	107	82	3.355	2.571	56.61	1191	880	8.984	90.6818	99.6658	2115	1628	66.325	51.053	56.51	5.0591	94.9631	100.0222	16	51	23	67	39	218	417	7.33944954128	3.83693045564	0.5018	1.5993	0.7213	2.1011	1.223	6.8364	13.0769	14.95	47.66	62.62	36.45	NA	" KRIS LETANG"	26.9478873239437
"19"	"19"	"GIROUX"	" CLAUDE"	"Philadelphia"	"F(RW)"	78	1601.92	91	77	3.408	2.884	54.17	1024	776	8.8867	90.0773	98.964	1941	1384	72.7	51.838	58.38	4.6883	94.4364	99.1247	22	45	25	67	47	241	418	9.12863070539	5.26315789474	0.824	1.6855	0.9364	2.5095	1.7604	9.0267	15.6562	24.18	49.45	73.63	51.65	NA	" CLAUDE GIROUX"	20.5374358974359
"20"	"20"	"BERGERON"	" PATRICE"	"Boston"	"F(C)"	80	1586.78	95	72	3.592	2.722	56.89	1024	702	9.2773	89.7436	99.0209	1845	1311	69.764	49.572	58.46	5.1491	94.508	99.6571	32	35	16	67	48	282	455	11.3475177305	7.03296703297	1.21	1.3234	0.605	2.5334	1.815	10.6631	17.2046	33.68	36.84	70.53	50.53	NA	" PATRICE BERGERON"	19.83475
"21"	"21"	"KUCHEROV"	" NIKITA"	"Tampa Bay"	"F(RW)"	77	1401.48	87	47	3.725	2.012	64.93	800	577	10.875	91.8544	102.7294	1564	1033	66.958	44.225	60.22	5.5627	95.4501	101.0128	30	37	25	67	55	209	402	14.3540669856	7.46268656716	1.2844	1.584	1.0703	2.8684	2.3546	8.9477	17.2103	34.48	42.53	77.01	63.22	NA	" NIKITA KUCHEROV"	18.201038961039
"22"	"22"	"JAGR"	" JAROMIR"	"Florida"	"F(RW)"	79	1348.68	91	49	4.048	2.18	65	792	561	11.4899	91.2656	102.7555	1338	1014	59.525	45.111	56.89	6.8012	95.1677	101.9689	27	38	21	65	48	143	254	18.8811188811	10.6299212598	1.2012	1.6905	0.9342	2.8917	2.1354	6.3618	11.2999	29.67	41.76	71.43	52.75	NA	" JAROMIR JAGR"	17.0718987341772
"23"	"23"	"HALL"	" TAYLOR"	"Edmonton"	"F(LW)"	82	1573.08	84	71	3.204	2.708	54.19	931	704	9.0226	89.9148	98.9374	1720	1291	65.604	49.241	57.12	4.8837	94.5004	99.3841	26	39	29	65	55	285	473	9.12280701754	5.49682875264	0.9917	1.4875	1.1061	2.4792	2.0978	10.8704	18.041	30.95	46.43	77.38	65.48	NA	" TAYLOR HALL"	19.1839024390244
"24"	"24"	"FORSBERG"	" FILIP"	"Nashville"	"F(LW)"	82	1561.22	94	74	3.613	2.844	55.95	893	712	10.5263	89.6067	100.133	1691	1275	64.988	49	57.01	5.5588	94.1961	99.7549	33	32	14	65	47	247	489	13.3603238866	6.74846625767	1.2682	1.2298	0.538	2.4981	1.8063	9.4926	18.793	35.11	34.04	69.15	50	NA	" FILIP FORSBERG"	19.0392682926829
"25"	"25"	"PACIORETTY"	" MAX"	"Montreal"	"F(LW)"	82	1517.47	89	83	3.519	3.282	51.74	922	699	9.6529	88.1259	97.7788	1731	1264	68.443	49.978	57.8	5.1415	93.4335	98.575	30	34	23	64	53	301	537	9.96677740864	5.58659217877	1.1862	1.3443	0.9094	2.5305	2.0956	11.9014	21.2328	33.71	38.2	71.91	59.55	NA	" MAX PACIORETTY"	18.5057317073171
"26"	"26"	"SPEZZA"	" JASON"	"Dallas"	"F(C)"	75	1238.77	90	44	4.359	2.131	67.16	837	515	10.7527	91.4563	102.209	1615	1009	78.223	48.871	61.55	5.5728	95.6392	101.212	33	30	18	63	51	202	391	16.3366336634	8.43989769821	1.5984	1.4531	0.8718	3.0514	2.4702	9.7839	18.9382	36.67	33.33	70	56.67	NA	" JASON SPEZZA"	16.5169333333333
"27"	"27"	"ERIKSSON"	" LOUI"	"Boston"	"F(LW)"	82	1597.5	95	58	3.568	2.178	62.09	973	733	9.7636	92.0873	101.8509	1754	1383	65.878	51.944	55.91	5.4162	95.8062	101.2224	30	33	18	63	48	184	268	16.3043478261	11.1940298507	1.1268	1.2394	0.6761	2.3662	1.8028	6.9108	10.0657	31.58	34.74	66.32	50.53	NA	" LOUI ERIKSSON"	19.4817073170732
"28"	"28"	"OKPOSO"	" KYLE"	"NY Islanders"	"F(RW)"	79	1438.25	87	57	3.629	2.378	60.42	813	607	10.7011	90.6096	101.3107	1560	1166	65.079	48.642	57.23	5.5769	95.1115	100.6884	22	41	22	63	44	202	376	10.8910891089	5.85106382979	0.9178	1.7104	0.9178	2.6282	1.8356	8.4269	15.6857	25.29	47.13	72.41	50.57	NA	" KYLE OKPOSO"	18.2056962025316
"29"	"29"	"STAMKOS"	" STEVEN"	"Tampa Bay"	"F(C)"	77	1519.52	87	56	3.435	2.211	60.84	782	656	11.1253	91.4634	102.5887	1556	1239	61.441	48.923	55.67	5.5913	95.4802	101.0715	35	28	17	63	52	213	401	16.4319248826	8.72817955112	1.382	1.1056	0.6713	2.4876	2.0533	8.4106	15.834	40.23	32.18	72.41	59.77	NA	" STEVEN STAMKOS"	19.734025974026
"30"	"30"	"KREJCI"	" DAVID"	"Boston"	"F(C)"	72	1461.22	86	61	3.531	2.505	58.5	849	672	10.1296	90.9226	101.0522	1604	1259	65.863	51.697	56.03	5.3616	95.1549	100.5165	17	46	28	63	45	143	292	11.8881118881	5.82191780822	0.698	1.8888	1.1497	2.5869	1.8478	5.8718	11.99	19.77	53.49	73.26	52.33	NA	" DAVID KREJCI"	20.2947222222222
"31"	"31"	"MONAHAN"	" SEAN"	"Calgary"	"F(C)"	81	1550.88	99	81	3.83	3.134	55	851	688	11.6334	88.2267	99.8601	1589	1333	61.475	51.571	54.38	6.2303	93.9235	100.1538	27	36	25	63	52	197	336	13.7055837563	8.03571428571	1.0446	1.3928	0.9672	2.4373	2.0118	7.6215	12.999	27.27	36.36	63.64	52.53	NA	" SEAN MONAHAN"	19.1466666666667
"32"	"32"	"GETZLAF"	" RYAN"	"Anaheim"	"F(C)"	77	1501.95	90	52	3.595	2.077	63.38	860	583	10.4651	91.0806	101.5457	1661	1153	66.354	46.06	59.03	5.4184	95.49	100.9084	13	49	29	62	42	177	348	7.34463276836	3.73563218391	0.5193	1.9575	1.1585	2.4768	1.6778	7.0708	13.9019	14.44	54.44	68.89	46.67	NA	" RYAN GETZLAF"	19.5058441558442
"33"	"33"	"CARTER"	" JEFF"	"Los Angeles"	"F(C)"	77	1415.9	89	58	3.771	2.458	60.54	865	646	10.289	91.0217	101.3107	1655	1235	70.132	52.334	57.27	5.3776	95.3036	100.6812	24	38	20	62	44	242	447	9.9173553719	5.36912751678	1.017	1.6103	0.8475	2.6273	1.8645	10.255	18.942	26.97	42.7	69.66	49.44	NA	" JEFF CARTER"	18.3883116883117
"34"	"34"	"PERRY"	" COREY"	"Anaheim"	"F(RW)"	82	1452.03	89	49	3.678	2.025	64.49	851	592	10.4583	91.723	102.1813	1632	1102	67.436	45.536	59.69	5.4534	95.5535	101.0069	33	28	22	61	55	213	378	15.4929577465	8.73015873016	1.3636	1.157	0.9091	2.5206	2.2727	8.8015	15.6195	37.08	31.46	68.54	61.8	NA	" COREY PERRY"	17.7076829268293
"35"	"35"	"SIMMONDS"	" WAYNE"	"Philadelphia"	"F(RW)"	81	1395.4	92	61	3.956	2.623	60.13	931	603	9.8818	89.8839	99.7657	1791	1128	77.01	48.502	61.36	5.1368	94.5922	99.729	32	29	19	61	51	229	393	13.9737991266	8.14249363868	1.3759	1.247	0.817	2.6229	2.1929	9.8466	16.8984	34.78	31.52	66.3	55.43	NA	" WAYNE SIMMONDS"	17.2271604938272
"36"	"36"	"SCHEIFELE"	" MARK"	"Winnipeg"	"F(C)"	71	1316.67	82	54	3.737	2.461	60.29	759	565	10.8037	90.4425	101.2462	1436	1034	65.438	47.119	58.14	5.7103	94.7776	100.4879	29	32	20	61	49	194	320	14.9484536082	9.0625	1.3215	1.4582	0.9114	2.7797	2.2329	8.8405	14.5823	35.37	39.02	74.39	59.76	NA	" MARK SCHEIFELE"	18.5446478873239
"37"	"37"	"JOSI"	" ROMAN"	"Nashville"	"D"	81	2064.22	109	99	3.168	2.878	52.4	1084	1037	10.0554	90.4532	100.5086	2000	1991	58.133	57.872	50.11	5.45	95.0276	100.4776	14	47	33	61	47	198	398	7.07070707071	3.5175879397	0.4069	1.3661	0.9592	1.7731	1.3661	5.7552	11.5686	12.84	43.12	55.96	43.12	NA	" ROMAN JOSI"	25.4841975308642
"38"	"38"	"SEDIN"	" DANIEL"	"Vancouver"	"F(LW)"	82	1503.37	82	49	3.273	1.956	62.6	839	678	9.7735	92.7729	102.5464	1515	1151	60.464	45.937	56.83	5.4125	95.7428	101.1553	28	33	20	61	48	258	396	10.8527131783	7.07070707071	1.1175	1.317	0.7982	2.4345	1.9157	10.2969	15.8045	34.15	40.24	74.39	58.54	NA	" DANIEL SEDIN"	18.3337804878049
"39"	"39"	"STONE"	" MARK"	"Ottawa"	"F(RW)"	75	1507.9	91	79	3.621	3.143	53.53	822	697	11.0706	88.6657	99.7363	1660	1319	66.052	52.484	55.72	5.4819	94.0106	99.4925	23	38	21	61	44	151	272	15.2317880795	8.45588235294	0.9152	1.512	0.8356	2.4272	1.7508	6.0084	10.823	25.27	41.76	67.03	48.35	NA	" MARK STONE"	20.1053333333333
"40"	"40"	"O_REILLY"	" RYAN"	"Buffalo"	"F(C)"	71	1543.15	82	83	3.188	3.227	49.7	830	734	9.8795	88.6921	98.5716	1475	1366	57.35	53.112	51.92	5.5593	93.9239	99.4832	21	39	26	60	47	157	243	13.3757961783	8.64197530864	0.8165	1.5164	1.0109	2.3329	1.8274	6.1044	9.4482	25.61	47.56	73.17	57.32	NA	" RYAN O_REILLY"	21.7345070422535
"41"	"41"	"SCHENN"	" BRAYDEN"	"Philadelphia"	"F(C)"	80	1351.45	87	44	3.863	1.953	66.41	866	631	10.0462	93.0269	103.0731	1653	1110	73.388	49.28	59.83	5.2632	96.036	101.2992	26	34	19	60	45	178	323	14.606741573	8.04953560372	1.1543	1.5095	0.8435	2.6638	1.9979	7.9026	14.3402	29.89	39.08	68.97	51.72	NA	" BRAYDEN SCHENN"	16.893125
"42"	"42"	"ZUCCARELLO"	" MATS"	"NY Rangers"	"F(C)"	81	1496.6	96	62	3.849	2.486	60.76	832	659	11.5385	90.5918	102.1303	1567	1279	62.822	51.276	55.06	6.1264	95.1525	101.2789	26	34	26	60	52	166	321	15.6626506024	8.09968847352	1.0424	1.3631	1.0424	2.4055	2.0847	6.6551	12.8692	27.08	35.42	62.5	54.17	NA	" MATS ZUCCARELLO"	18.4765432098765
"43"	"43"	"JOHANSEN"	" RYAN"	"Nashville"	"F(C)"	80	1405.02	87	51	3.715	2.178	63.04	830	589	10.4819	91.3413	101.8232	1442	1110	61.579	47.402	56.5	6.0333	95.4054	101.4387	14	46	25	60	39	185	300	7.56756756757	4.66666666667	0.5979	1.9644	1.0676	2.5622	1.6655	7.9003	12.8112	16.09	52.87	68.97	44.83	NA	" RYAN JOHANSEN"	17.56275
"44"	"44"	"HOFFMAN"	" MIKE"	"Ottawa"	"F(C)"	78	1368.3	79	58	3.464	2.543	57.66	740	649	10.6757	91.0632	101.7389	1442	1157	63.232	50.734	55.48	5.4785	94.987	100.4655	29	31	19	60	48	240	463	12.0833333333	6.26349892009	1.2717	1.3594	0.8332	2.631	2.1048	10.524	20.3026	36.71	39.24	75.95	60.76	NA	" MIKE HOFFMAN"	17.5423076923077
"45"	"45"	"HUBERDEAU"	" JONATHAN"	"Florida"	"F(C)"	76	1378.7	90	56	3.917	2.437	61.64	769	623	11.7035	91.0112	102.7147	1278	1109	55.618	48.263	53.54	7.0423	94.9504	101.9927	20	40	21	60	41	174	269	11.4942528736	7.43494423792	0.8704	1.7408	0.9139	2.6112	1.7843	7.5724	11.7067	22.22	44.44	66.67	45.56	NA	" JONATHAN HUBERDEAU"	18.1407894736842
"46"	"46"	"JOKINEN"	" JUSSI"	"Florida"	"F(LW)"	81	1481.6	85	63	3.442	2.551	57.43	777	688	10.9395	90.843	101.7825	1364	1244	55.238	50.378	52.3	6.2317	94.9357	101.1674	18	41	24	59	42	153	248	11.7647058824	7.25806451613	0.7289	1.6604	0.9719	2.3893	1.7009	6.196	10.0432	21.18	48.24	69.41	49.41	NA	" JUSSI JOKINEN"	18.2913580246914
"47"	"47"	"DUCHENE"	" MATT"	"Colorado"	"F(C)"	76	1411.85	81	64	3.442	2.72	55.86	815	724	9.9387	91.1602	101.0989	1442	1327	61.281	56.394	52.08	5.6172	95.1771	100.7943	30	29	16	59	46	200	325	15	9.23076923077	1.2749	1.2324	0.68	2.5073	1.9549	8.4995	13.8117	37.04	35.8	72.84	56.79	NA	" MATT DUCHENE"	18.5769736842105
"48"	"48"	"KESSEL"	" PHIL"	"Pittsburgh"	"F(C)"	82	1507.22	99	54	3.941	2.15	64.71	1022	651	9.6869	91.7051	101.392	1782	1132	70.939	45.063	61.15	5.5556	95.2297	100.7853	26	33	22	59	48	274	479	9.48905109489	5.42797494781	1.035	1.3137	0.8758	2.3487	1.9108	10.9075	19.0683	26.26	33.33	59.6	48.48	NA	" PHIL KESSEL"	18.3807317073171
"49"	"49"	"BRASSARD"	" DERICK"	"NY Rangers"	"F(C)"	80	1430.82	91	50	3.816	2.097	64.54	790	640	11.519	92.1875	103.7065	1501	1251	62.943	52.46	54.54	6.0626	96.0032	102.0658	27	31	18	58	45	182	307	14.8351648352	8.79478827362	1.1322	1.3	0.7548	2.4322	1.887	7.632	12.8738	29.67	34.07	63.74	49.45	NA	" DERICK BRASSARD"	17.88525
"50"	"50"	"NEAL"	" JAMES"	"Nashville"	"F(LW)"	82	1563.85	100	38	3.837	1.458	72.46	910	637	10.989	94.0345	105.0235	1719	1172	65.953	44.966	59.46	5.8173	96.7577	102.575	31	27	19	58	50	268	474	11.5671641791	6.54008438819	1.1894	1.0359	0.729	2.2253	1.9183	10.2823	18.1859	31	27	58	50	NA	" JAMES NEAL"	19.0713414634146
"51"	"51"	"MARCHAND"	" BRAD"	"Boston"	"F(C)"	77	1432.18	79	63	3.31	2.639	55.63	867	697	9.1119	90.9613	100.0732	1532	1315	64.182	55.091	53.81	5.1567	95.2091	100.3658	35	23	14	58	49	248	393	14.1129032258	8.9058524173	1.4663	0.9636	0.5865	2.4299	2.0528	10.3897	16.4644	44.3	29.11	73.42	62.03	NA	" BRAD MARCHAND"	18.5997402597403
"52"	"52"	"MALKIN"	" EVGENI"	"Pittsburgh"	"F(C)"	57	1104.17	73	41	3.967	2.228	64.04	751	497	9.7204	91.7505	101.4709	1300	810	70.642	44.015	61.61	5.6154	94.9383	100.5537	27	31	21	58	48	162	285	16.6666666667	9.47368421053	1.4672	1.6845	1.1411	3.1517	2.6083	8.803	15.4868	36.99	42.47	79.45	65.75	NA	" EVGENI MALKIN"	19.3714035087719
"53"	"53"	"TOFFOLI"	" TYLER"	"Los Angeles"	"F(C)"	82	1419.65	94	48	3.973	2.029	66.2	850	603	11.0588	92.0398	103.0986	1732	1125	73.201	47.547	60.62	5.4273	95.7333	101.1606	31	27	16	58	47	212	412	14.6226415094	7.52427184466	1.3102	1.1411	0.6762	2.4513	1.9864	8.96	17.4127	32.98	28.72	61.7	50	NA	" TYLER TOFFOLI"	17.3128048780488
"54"	"54"	"BARKOV"	" ALEKSANDER"	"Florida"	"F(C)"	66	1282.38	82	59	3.837	2.76	58.16	660	617	12.4242	90.4376	102.8618	1112	1101	52.028	51.513	50.25	7.3741	94.6412	102.0153	28	30	19	58	47	171	255	16.3742690058	10.9803921569	1.3101	1.4036	0.889	2.7137	2.199	8.0007	11.9309	34.15	36.59	70.73	57.32	NA	" ALEKSANDER BARKOV"	19.43
"55"	"55"	"PALMIERI"	" KYLE"	"New Jersey"	"F(C)"	82	1460	76	45	3.123	1.849	62.81	685	632	11.0949	92.8797	103.9746	1211	1140	49.767	46.849	51.51	6.2758	96.0526	102.3284	30	27	16	57	46	222	391	13.5135135135	7.6726342711	1.2329	1.1096	0.6575	2.3425	1.8904	9.1233	16.0685	39.47	35.53	75	60.53	NA	" KYLE PALMIERI"	17.8048780487805
"56"	"56"	"KLINGBERG"	" JOHN"	"Dallas"	"D"	76	1723.85	131	70	4.56	2.436	65.17	1147	775	11.4211	90.9677	102.3888	2168	1457	75.459	50.712	59.81	6.0424	95.1956	101.238	10	47	21	57	31	171	365	5.84795321637	2.7397260274	0.3481	1.6359	0.7309	1.9839	1.079	5.9518	12.7041	7.63	35.88	43.51	23.66	NA	" JOHN KLINGBERG"	22.6822368421053
"57"	"57"	"RYAN"	" BOBBY"	"Ottawa"	"F(RW)"	81	1390.08	78	65	3.367	2.806	54.55	716	688	10.8939	90.5523	101.4462	1432	1199	61.809	51.752	54.43	5.4469	94.5788	100.0257	22	34	24	56	46	183	341	12.0218579235	6.45161290323	0.9496	1.4675	1.0359	2.4171	1.9855	7.8988	14.7185	28.21	43.59	71.79	58.97	NA	" BOBBY RYAN"	17.1614814814815
"58"	"58"	"KOIVU"	" MIKKO"	"Minnesota"	"F(C)"	82	1636.98	95	70	3.482	2.566	57.58	885	676	10.7345	89.645	100.3795	1706	1290	62.53	47.282	56.94	5.5686	94.5736	100.1422	17	39	18	56	35	141	277	12.0567375887	6.13718411552	0.6231	1.4295	0.6598	2.0526	1.2828	5.168	10.1528	17.89	41.05	58.95	36.84	NA	" MIKKO KOIVU"	19.9631707317073
"59"	"59"	"EICHEL"	" JACK"	"Buffalo"	"F(C)"	81	1548.85	79	67	3.06	2.595	54.11	850	755	9.2941	91.1258	100.4199	1554	1329	60.2	51.483	53.9	5.0837	94.9586	100.0423	24	32	22	56	46	238	434	10.0840336134	5.52995391705	0.9297	1.2396	0.8522	2.1694	1.782	9.2197	16.8125	30.38	40.51	70.89	58.23	NA	" JACK EICHEL"	19.1216049382716
"60"	"60"	"TOEWS"	" JONATHAN"	"Chicago"	"F(C)"	80	1538.72	89	56	3.47	2.184	61.38	851	730	10.4583	92.3288	102.7871	1573	1339	61.337	52.212	54.02	5.658	95.8178	101.4758	27	29	17	56	44	178	277	15.1685393258	9.74729241877	1.0528	1.1308	0.6629	2.1836	1.7157	6.9408	10.8012	30.34	32.58	62.92	49.44	NA	" JONATHAN TOEWS"	19.234
"61"	"61"	"GALCHENYUK"	" ALEX"	"Montreal"	"F(C)"	82	1331.92	81	66	3.649	2.973	55.1	793	583	10.2144	88.6792	98.8936	1517	1092	68.338	49.192	58.14	5.3395	93.956	99.2955	30	26	16	56	46	200	359	15	8.356545961	1.3514	1.1712	0.7208	2.5227	2.0722	9.0096	16.1722	37.04	32.1	69.14	56.79	NA	" ALEX GALCHENYUK"	16.2429268292683
"62"	"62"	"VORACEK"	" JAKUB"	"Philadelphia"	"F(RW)"	73	1356.23	79	48	3.495	2.124	62.2	874	589	9.0389	91.8506	100.8895	1684	1066	74.5	47.16	61.24	4.6912	95.4972	100.1884	11	44	27	55	38	213	387	5.16431924883	2.84237726098	0.4866	1.9466	1.1945	2.4332	1.6811	9.4232	17.1209	13.92	55.7	69.62	48.1	NA	" JAKUB VORACEK"	18.5784931506849
"63"	"63"	"GIORDANO"	" MARK"	"Calgary"	"D"	82	2031.35	113	117	3.338	3.456	49.13	1037	934	10.8968	87.4732	98.37	1957	1825	57.804	53.905	51.75	5.7741	93.589	99.3631	21	34	17	55	38	212	473	9.90566037736	4.43974630021	0.6203	1.0043	0.5021	1.6245	1.1224	6.2618	13.971	18.58	30.09	48.67	33.63	NA	" MARK GIORDANO"	24.7725609756098
"64"	"64"	"SHARP"	" PATRICK"	"Dallas"	"F(LW)"	76	1338.95	89	57	3.988	2.554	60.96	833	576	10.6843	90.1042	100.7885	1618	1112	72.505	49.83	59.27	5.5006	94.8741	100.3747	20	35	25	55	45	226	406	8.84955752212	4.92610837438	0.8962	1.5684	1.1203	2.4646	2.0165	10.1273	18.1934	22.47	39.33	61.8	50.56	NA	" PATRICK SHARP"	17.6177631578947
"65"	"65"	"EKMAN-LARSSON"	" OLIVER"	"Arizona"	"D"	75	1853.6	118	90	3.82	2.913	56.73	1058	794	11.1531	88.665	99.8181	2001	1463	64.771	47.356	57.77	5.8971	93.8483	99.7454	20	35	17	55	37	227	508	8.81057268722	3.93700787402	0.6474	1.1329	0.5503	1.7803	1.1977	7.3479	16.4437	16.95	29.66	46.61	31.36	NA	" OLIVER EKMAN-LARSSON"	24.7146666666667
"66"	"66"	"SEDIN"	" HENRIK"	"Vancouver"	"F(C)"	74	1360	73	48	3.221	2.118	60.33	752	619	9.7074	92.2456	101.953	1397	1054	61.632	46.5	57	5.2255	95.4459	100.6714	11	44	30	55	41	99	157	11.1111111111	7.00636942675	0.4853	1.9412	1.3235	2.4265	1.8088	4.3676	6.9265	15.07	60.27	75.34	56.16	NA	" HENRIK SEDIN"	18.3783783783784
"67"	"67"	"PLEKANEC"	" TOMAS"	"Montreal"	"F(C)"	82	1517.68	83	70	3.281	2.767	54.25	826	717	10.0484	90.2371	100.2855	1553	1303	61.396	51.513	54.38	5.3445	94.6278	99.9723	14	40	21	54	35	188	322	7.44680851064	4.34782608696	0.5535	1.5814	0.8302	2.1348	1.3837	7.4324	12.7299	16.87	48.19	65.06	42.17	NA	" TOMAS PLEKANEC"	18.5082926829268
"68"	"68"	"LUCIC"	" MILAN"	"Los Angeles"	"F(LW)"	81	1396.2	97	46	4.168	1.977	67.83	854	535	11.3583	91.4019	102.7602	1743	1002	74.903	43.06	63.5	5.5651	95.4092	100.9743	20	34	24	54	44	124	269	16.1290322581	7.43494423792	0.8595	1.4611	1.0314	2.3206	1.8908	5.3287	11.5599	20.62	35.05	55.67	45.36	NA	" MILAN LUCIC"	17.237037037037
"69"	"69"	"BYFUGLIEN"	" DUSTIN"	"Winnipeg"	"D"	81	2041	116	99	3.41	2.91	53.95	1144	941	10.1399	89.4793	99.6192	2169	1686	63.763	49.564	56.26	5.3481	94.1281	99.4762	19	34	21	53	40	247	498	7.69230769231	3.81526104418	0.5585	0.9995	0.6173	1.5581	1.1759	7.2611	14.6399	16.38	29.31	45.69	34.48	NA	" DUSTIN BYFUGLIEN"	25.1975308641975
"70"	"70"	"STEPAN"	" DEREK"	"NY Rangers"	"F(C)"	72	1278.38	77	67	3.614	3.145	53.47	663	607	11.6139	88.9621	100.576	1250	1162	58.668	54.538	51.82	6.16	94.2341	100.3941	22	31	17	53	39	192	306	11.4583333333	7.18954248366	1.0326	1.455	0.7979	2.4875	1.8304	9.0114	14.3619	28.57	40.26	68.83	50.65	NA	" DEREK STEPAN"	17.7552777777778
"71"	"71"	"PARISE"	" ZACH"	"Minnesota"	"F(LW)"	70	1348.75	70	51	3.114	2.269	57.85	809	594	8.6527	91.4141	100.0668	1483	1148	65.972	51.07	56.37	4.7202	95.5575	100.2777	25	28	14	53	39	234	385	10.6837606838	6.49350649351	1.1121	1.2456	0.6228	2.3577	1.7349	10.4096	17.127	35.71	40	75.71	55.71	NA	" ZACH PARISE"	19.2678571428571
"72"	"72"	"LANDESKOG"	" GABRIEL"	"Colorado"	"F(LW)"	75	1419.42	76	71	3.213	3.001	51.7	752	690	10.1064	89.7101	99.8165	1334	1355	56.389	57.277	49.61	5.6972	94.7601	100.4573	20	33	18	53	38	170	250	11.7647058824	8	0.8454	1.3949	0.7609	2.2404	1.6063	7.1861	10.5677	26.32	43.42	69.74	50	NA	" GABRIEL LANDESKOG"	18.9256
"73"	"73"	"ATKINSON"	" CAM"	"Columbus"	"F(RW)"	81	1441.65	78	83	3.246	3.454	48.45	791	699	9.8609	88.1259	97.9868	1398	1322	58.183	55.02	51.4	5.5794	93.7216	99.301	27	26	19	53	46	226	371	11.9469026549	7.27762803235	1.1237	1.0821	0.7908	2.2058	1.9145	9.4059	15.4406	34.62	33.33	67.95	58.97	NA	" CAM ATKINSON"	17.7981481481482
"74"	"74"	"KESLER"	" RYAN"	"Anaheim"	"F(C)"	79	1543.17	71	57	2.761	2.216	55.47	775	691	9.1613	91.7511	100.9124	1493	1416	58.049	55.056	51.32	4.7555	95.9746	100.7301	21	32	19	53	40	163	346	12.8834355828	6.06936416185	0.8165	1.2442	0.7387	2.0607	1.5552	6.3376	13.4529	29.58	45.07	74.65	56.34	NA	" RYAN KESLER"	19.5337974683544
"75"	"75"	"TROCHECK"	" VINCENT"	"Florida"	"F(C)"	76	1350.53	71	43	3.154	1.91	62.28	707	582	10.0424	92.6117	102.6541	1276	1032	56.689	45.849	55.29	5.5643	95.8333	101.3976	25	28	17	53	42	175	300	14.2857142857	8.33333333333	1.1107	1.244	0.7553	2.3546	1.8659	7.7747	13.3281	35.21	39.44	74.65	59.15	NA	" VINCENT TROCHECK"	17.7701315789474
