"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"Gratio"	"PtoT"	"AvgPtTime"	"TimePerGame"	"PtsPerGame"	"PlusMin"	"Position"
"42"	"42"	"LUCIC"	" MILAN"	"Los Angeles"	"F(LW)"	81	1179.27	62	39	3.155	1.984	61.39	663	494	9.3514	92.1053	101.4567	1338	917	68.076	46.656	59.33	4.6338	95.747	100.3808	16	24	17	40	33	100	217	16	7.3732718894	0.8141	1.2211	0.8649	2.0352	1.679	5.0879	11.0408	25.81	38.71	64.52	53.23	NA	" MILAN LUCIC"	0.16	0.0339192890517015	29.48175	14.5588888888889	2.74746241318782	23	"F(LW)"
"43"	"43"	"SEDIN"	" DANIEL"	"Vancouver"	"F(LW)"	82	1107.75	46	31	2.492	1.679	59.74	528	544	8.7121	94.3015	103.0136	938	963	50.806	52.16	49.34	4.9041	96.7809	101.685	16	18	13	34	29	176	275	9.09090909091	5.81818181818	0.8666	0.9749	0.7041	1.8416	1.5708	9.5328	14.8951	34.78	39.13	73.91	63.04	NA	" DANIEL SEDIN"	0.0909090909090909	0.0306928458587226	32.5808823529412	13.5091463414634	2.51681336041526	15	"F(LW)"
"44"	"44"	"ERIKSSON"	" LOUI"	"Boston"	"F(LW)"	82	1134.58	50	29	2.644	1.534	63.29	635	540	7.874	94.6296	102.5036	1108	1022	58.594	54.046	52.02	4.5126	97.1624	101.675	16	21	9	37	25	122	173	13.1147540984	9.24855491329	0.8461	1.1105	0.4759	1.9567	1.3221	6.4517	9.1487	32	42	74	50	NA	" LOUI ERIKSSON"	0.131147540983607	0.0326111865183592	30.6643243243243	13.8363414634146	2.67411729450546	21	"F(LW)"
"45"	"45"	"BENN"	" JAMIE"	"Dallas"	"F(LW)"	82	1148.88	55	58	2.872	3.029	48.67	638	553	8.6207	89.5118	98.1325	1235	1066	64.497	55.671	53.67	4.4534	94.5591	99.0125	16	26	13	42	29	159	283	10.0628930818	5.65371024735	0.8356	1.3578	0.6789	2.1934	1.5145	8.3037	14.7796	29.09	47.27	76.36	52.73	NA	" JAMIE BENN"	0.10062893081761	0.0365573428034259	27.3542857142857	14.0107317073171	2.99770210988093	-3	"F(LW)"
"46"	"46"	"SMITH"	" ZACK"	"Ottawa"	"F(C)"	81	967.333	36	26	2.233	1.613	58.06	460	457	7.8261	94.3107	102.1368	920	880	57.064	54.583	51.11	3.913	97.0455	100.9585	16	7	5	23	21	93	168	17.2043010753	9.52380952381	0.9924	0.4342	0.3101	1.4266	1.3025	5.7684	10.4204	44.44	19.44	63.89	58.33	NA	" ZACK SMITH"	0.172043010752688	0.0237767139134093	42.0579565217391	11.9423827160494	1.92591382698616	10	"F(C)"
"47"	"47"	"WHEELER"	" BLAKE"	"Winnipeg"	"F(RW)"	82	1153.15	60	44	3.122	2.289	57.69	652	563	9.2025	92.1847	101.3872	1227	1003	63.843	52.187	55.02	4.89	95.6132	100.5032	16	32	26	48	42	189	325	8.46560846561	4.92307692308	0.8325	1.665	1.3528	2.4975	2.1853	9.8339	16.9102	26.67	53.33	80	70	NA	" BLAKE WHEELER"	0.0846560846560847	0.0416251138186706	24.0239583333333	14.0628048780488	3.41325933313099	16	"F(RW)"
"48"	"48"	"BRASSARD"	" DERICK"	"NY Rangers"	"F(C)"	80	1133.48	49	35	2.594	1.853	58.33	513	560	9.5517	93.75	103.3017	1007	1118	53.305	59.18	47.39	4.8659	96.8694	101.7353	16	15	11	31	27	118	205	13.5593220339	7.80487804878	0.8469	0.794	0.5823	1.641	1.4292	6.2462	10.8515	32.65	30.61	63.27	55.1	NA	" DERICK BRASSARD"	0.135593220338983	0.0273494018421146	36.5638709677419	14.1685	2.18795214736916	14	"F(C)"
"49"	"49"	"BURAKOVSKY"	" ANDRE"	"Washington"	"F(LW)"	79	940	43	40	2.745	2.553	51.81	472	442	9.1102	90.9502	100.0604	913	862	58.277	55.021	51.44	4.7097	95.3596	100.0693	16	15	5	31	21	113	219	14.1592920354	7.30593607306	1.0213	0.9574	0.3191	1.9787	1.3404	7.2128	13.9787	37.21	34.88	72.09	48.84	NA	" ANDRE BURAKOVSKY"	0.141592920353982	0.0329787234042553	30.3225806451613	11.8987341772152	2.60531914893617	3	"F(LW)"
"50"	"50"	"KUNITZ"	" CHRIS"	"Pittsburgh"	"F(LW)"	80	1094.7	61	30	3.343	1.644	67.03	647	496	9.4281	93.9516	103.3797	1181	938	64.73	51.411	55.73	5.1651	96.8017	101.9668	15	16	10	31	25	127	233	11.811023622	6.43776824034	0.8221	0.877	0.5481	1.6991	1.3702	6.9608	12.7706	24.59	26.23	50.82	40.98	NA	" CHRIS KUNITZ"	0.118110236220472	0.028318260710697	35.3129032258065	13.68375	2.26546085685576	31	"F(LW)"
"51"	"51"	"FABBRI"	" ROBBY"	"St. Louis"	"F(C)"	72	832.983	36	34	2.593	2.449	51.43	447	411	8.0537	91.7275	99.7812	805	735	57.984	52.942	52.27	4.472	95.3742	99.8462	15	11	3	26	18	101	170	14.8514851485	8.82352941176	1.0805	0.7923	0.2161	1.8728	1.2965	7.2751	12.2451	41.67	30.56	72.22	50	NA	" ROBBY FABBRI"	0.148514851485149	0.0312131219964873	32.0378076923077	11.5692083333333	2.24734478374709	2	"F(C)"
"52"	"52"	"NIEDERREITER"	" NINO"	"Minnesota"	"F(RW)"	82	1060.45	48	35	2.716	1.98	57.83	538	431	8.9219	91.8793	100.8012	990	829	56.014	46.905	54.43	4.8485	95.778	100.6265	15	19	10	34	25	126	216	11.9047619048	6.94444444444	0.8487	1.075	0.5658	1.9237	1.4145	7.129	12.2212	31.25	39.58	70.83	52.08	NA	" NINO NIEDERREITER"	0.119047619047619	0.0320618605309067	31.1897058823529	12.9323170731707	2.62907256353435	13	"F(RW)"
"53"	"53"	"PALMIERI"	" KYLE"	"New Jersey"	"F(C)"	82	1101.72	33	25	1.797	1.362	56.9	436	510	7.5688	95.098	102.6668	771	927	41.989	50.485	45.41	4.2802	97.3031	101.5833	15	14	8	29	23	121	220	12.3966942149	6.81818181818	0.8169	0.7624	0.4357	1.5794	1.2526	6.5897	11.9813	45.45	42.42	87.88	69.7	NA	" KYLE PALMIERI"	0.12396694214876	0.0263224775805105	37.9903448275862	13.4356097560976	2.15844316160186	8	"F(C)"
"54"	"54"	"COYLE"	" CHARLIE"	"Minnesota"	"F(C)"	82	1125.13	38	37	2.026	1.973	50.67	487	524	7.8029	92.9389	100.7418	938	1047	50.021	55.833	47.25	4.0512	96.4661	100.5173	15	13	7	28	22	106	176	14.1509433962	8.52272727273	0.7999	0.6933	0.3733	1.4932	1.1732	5.6527	9.3856	39.47	34.21	73.68	57.89	NA	" CHARLIE COYLE"	0.141509433962264	0.0248860131718113	40.1832142857143	13.7210975609756	2.04065308008852	1	"F(C)"
"55"	"55"	"BURNS"	" BRENT"	"San Jose"	"D"	82	1515.03	63	56	2.495	2.218	52.94	808	695	7.797	91.9424	99.7394	1539	1342	60.949	53.147	53.42	4.0936	95.8271	99.9207	15	20	11	35	26	232	497	6.46551724138	3.01810865191	0.594	0.7921	0.4356	1.3861	1.0297	9.1879	19.6827	23.81	31.75	55.56	41.27	NA	" BRENT BURNS"	0.0646551724137931	0.023101852768592	43.2865714285714	18.4759756097561	1.89435192702455	7	"D"
"56"	"56"	"PARISE"	" ZACH"	"Minnesota"	"F(LW)"	70	984.983	32	30	1.949	1.827	51.61	517	486	6.1896	93.8272	100.0168	930	950	56.651	57.869	49.47	3.4409	96.8421	100.283	15	11	4	26	19	146	233	10.2739726027	6.43776824034	0.9137	0.6701	0.2437	1.5838	1.1574	8.8936	14.1931	46.88	34.38	81.25	59.38	NA	" ZACH PARISE"	0.102739726027397	0.026396394658588	37.8839615384615	14.0711857142857	1.84774762610116	2	"F(LW)"
"57"	"57"	"KUCHEROV"	" NIKITA"	"Tampa Bay"	"F(RW)"	77	1068.12	46	33	2.584	1.854	58.23	543	489	8.4715	93.2515	101.723	1066	893	59.881	50.163	54.42	4.3152	96.3046	100.6198	15	17	11	32	26	135	267	11.1111111111	5.61797752809	0.8426	0.955	0.6179	1.7976	1.4605	7.5834	14.9984	32.61	36.96	69.57	56.52	NA	" NIKITA KUCHEROV"	0.111111111111111	0.0299591806164101	33.37875	13.8716883116883	2.30685690746358	13	"F(RW)"
"58"	"58"	"EBERLE"	" JORDAN"	"Edmonton"	"F(C)"	69	972.7	39	48	2.406	2.961	44.83	524	523	7.4427	90.8222	98.2649	970	935	59.833	57.675	50.92	4.0206	94.8663	98.8869	15	15	8	30	23	118	214	12.7118644068	7.00934579439	0.9253	0.9253	0.4935	1.8505	1.4187	7.2787	13.2004	38.46	38.46	76.92	58.97	NA	" JORDAN EBERLE"	0.127118644067797	0.0308419862239128	32.4233333333333	14.0971014492754	2.12809704944998	-9	"F(C)"
"59"	"59"	"KREIDER"	" CHRIS"	"NY Rangers"	"F(C)"	79	1025.23	53	36	3.102	2.107	59.55	508	487	10.4331	92.6078	103.0409	955	957	55.89	56.007	49.95	5.5497	96.2382	101.7879	15	14	11	29	26	121	223	12.3966942149	6.7264573991	0.8778	0.8193	0.6438	1.6972	1.5216	7.0813	13.0507	28.3	26.42	54.72	49.06	NA	" CHRIS KREIDER"	0.12396694214876	0.0282863357490514	35.3527586206897	12.9775949367089	2.23462052417506	17	"F(C)"
"60"	"60"	"SIMMONDS"	" WAYNE"	"Philadelphia"	"F(RW)"	81	1031.33	47	42	2.734	2.443	52.81	559	513	8.4079	91.8129	100.2208	1103	974	64.169	56.665	53.11	4.2611	95.6879	99.949	15	18	11	33	26	162	285	9.25925925926	5.26315789474	0.8727	1.0472	0.6399	1.9198	1.5126	9.4247	16.5805	31.91	38.3	70.21	55.32	NA	" WAYNE SIMMONDS"	0.0925925925925926	0.0319975177683186	31.2524242424242	12.7324691358025	2.59179893923381	5	"F(RW)"
"61"	"61"	"ZIBANEJAD"	" MIKA"	"Ottawa"	"F(C)"	81	1022.85	48	39	2.816	2.288	55.17	520	583	9.2308	93.3105	102.5413	970	1046	56.9	61.358	48.12	4.9485	96.2715	101.22	15	17	9	32	24	122	208	12.2950819672	7.21153846154	0.8799	0.9972	0.5279	1.8771	1.4078	7.1565	12.2012	31.25	35.42	66.67	50	NA	" MIKA ZIBANEJAD"	0.122950819672131	0.0312851346727282	31.9640625	12.6277777777778	2.53409590849098	9	"F(C)"
"62"	"62"	"WILLIAMS"	" JUSTIN"	"Washington"	"F(RW)"	82	1079	56	46	3.114	2.558	54.9	613	510	9.1354	90.9804	100.1158	1101	972	61.223	54.05	53.11	5.0863	95.2675	100.3538	14	19	11	33	25	161	260	8.69565217391	5.38461538462	0.7785	1.0565	0.6117	1.835	1.3902	8.9527	14.4578	25	33.93	58.93	44.64	NA	" JUSTIN WILLIAMS"	0.0869565217391304	0.0305838739573679	32.6969696969697	13.1585365853659	2.50787766450417	10	"F(RW)"
"63"	"63"	"HAGELIN"	" CARL"	"Pittsburgh"	"F(LW)"	80	1057.72	50	40	2.836	2.269	55.56	624	454	8.0128	91.1894	99.2022	1100	867	62.399	49.181	55.92	4.5455	95.3864	99.9319	14	22	12	36	26	153	257	9.15032679739	5.44747081712	0.7942	1.248	0.6807	2.0421	1.4749	8.6791	14.5786	28	44	72	52	NA	" CARL HAGELIN"	0.0915032679738562	0.0340354725258102	29.3811111111111	13.2215	2.72283780206482	10	"F(LW)"
"64"	"64"	"RAKELL"	" RICKARD"	"Anaheim"	"F(RW)"	72	946.583	43	37	2.726	2.345	53.75	496	424	8.6694	91.2736	99.943	893	792	56.604	50.202	53	4.8152	95.3283	100.1435	14	16	10	30	24	138	243	10.1449275362	5.76131687243	0.8874	1.0142	0.6339	1.9016	1.5213	8.7472	15.4028	32.56	37.21	69.77	55.81	NA	" RICKARD RAKELL"	0.101449275362319	0.031692941876201	31.5527666666667	13.1469861111111	2.28189181508647	6	"F(RW)"
"65"	"65"	"DOAN"	" SHANE"	"Arizona"	"F(RW)"	72	946.167	42	34	2.663	2.156	55.26	450	517	9.3333	93.4236	102.7569	863	950	54.726	60.243	47.6	4.8667	96.4211	101.2878	14	13	9	27	23	108	190	12.962962963	7.36842105263	0.8878	0.8244	0.5707	1.7122	1.4585	6.8487	12.0486	33.33	30.95	64.29	54.76	NA	" SHANE DOAN"	0.12962962962963	0.0285361886432311	35.0432222222222	13.1412083333333	2.05460558231264	8	"F(RW)"
"66"	"66"	"SILFVERBERG"	" JAKOB"	"Anaheim"	"F(RW)"	82	1056.53	33	37	1.874	2.101	47.14	543	457	6.0773	91.9037	97.981	1039	882	59.004	50.088	54.09	3.1761	95.805	98.9811	14	12	8	26	22	180	308	7.77777777778	4.54545454545	0.7951	0.6815	0.4543	1.4765	1.2494	10.2221	17.4912	42.42	36.36	78.79	66.67	NA	" JAKOB SILFVERBERG"	0.0777777777777778	0.0246088610829792	40.6357692307692	12.884512195122	2.01792660880429	-4	"F(RW)"
"67"	"67"	"SCHENN"	" BRAYDEN"	"Philadelphia"	"F(C)"	80	1015.8	43	29	2.54	1.713	59.72	536	551	8.0224	94.7368	102.7592	1008	989	59.539	58.417	50.48	4.2659	97.0677	101.3336	14	19	11	33	25	117	216	11.9658119658	6.48148148148	0.8269	1.1223	0.6497	1.9492	1.4767	6.9108	12.7584	32.56	44.19	76.74	58.14	NA	" BRAYDEN SCHENN"	0.11965811965812	0.03248670998228	30.7818181818182	12.6975	2.5989367985824	14	"F(C)"
"68"	"68"	"BYFUGLIEN"	" DUSTIN"	"Winnipeg"	"D"	81	1490.63	72	61	2.898	2.455	54.14	818	715	8.802	91.4685	100.2705	1511	1284	60.82	51.683	54.06	4.7651	95.2492	100.0143	14	17	11	31	25	154	299	9.09090909091	4.68227424749	0.5635	0.6843	0.4428	1.2478	1.0063	6.1987	12.0352	19.44	23.61	43.06	34.72	NA	" DUSTIN BYFUGLIEN"	0.0909090909090909	0.0207965759443993	48.0848387096774	18.4028395061728	1.68452265149635	11	"D"
"69"	"69"	"RASK"	" VICTOR"	"Carolina"	"F(C)"	80	1055.73	42	46	2.387	2.614	47.73	535	535	7.8505	91.4019	99.2524	970	989	55.128	56.207	49.52	4.3299	95.3488	99.6787	14	12	5	26	19	117	210	11.9658119658	6.66666666667	0.7957	0.682	0.2842	1.4776	1.0798	6.6494	11.9348	33.33	28.57	61.9	45.24	NA	" VICTOR RASK"	0.11965811965812	0.024627508927472	40.605	13.196625	1.97020071419776	-4	"F(C)"
"70"	"70"	"DRAISAITL"	" LEON"	"Edmonton"	"F(C)"	72	1038.3	45	43	2.6	2.485	51.14	564	501	7.9787	91.4172	99.3959	1023	950	59.116	54.897	51.85	4.3988	95.4737	99.8725	14	24	10	38	24	99	159	14.1414141414	8.80503144654	0.809	1.3869	0.5779	2.1959	1.3869	5.7209	9.1881	31.11	53.33	84.44	53.33	NA	" LEON DRAISAITL"	0.141414141414141	0.0365982856592507	27.3236842105263	14.4208333333333	2.63507656746605	2	"F(C)"
"71"	"71"	"PASTRNAK"	" DAVID"	"Boston"	"F(RW)"	51	671.333	29	24	2.592	2.145	54.72	333	335	8.7087	92.8358	101.5445	661	632	59.076	56.485	51.12	4.3873	96.2025	100.5898	14	9	5	23	19	97	157	14.4329896907	8.91719745223	1.2512	0.8044	0.4469	2.0556	1.6981	8.6693	14.0318	48.28	31.03	79.31	65.52	NA	" DAVID PASTRNAK"	0.144329896907216	0.0342601957597794	29.1883913043478	13.1633921568627	1.74726998374875	5	"F(RW)"
"72"	"72"	"BENNETT"	" SAM"	"Calgary"	"F(C)"	77	970.05	38	40	2.35	2.474	48.72	450	477	8.4444	91.6143	100.0587	883	927	54.616	57.337	48.78	4.3035	95.685	99.9885	14	13	9	27	23	106	194	13.2075471698	7.21649484536	0.8659	0.8041	0.5567	1.67	1.4226	6.5564	11.9994	36.84	34.21	71.05	60.53	NA	" SAM BENNETT"	0.132075471698113	0.0278336168238751	35.9277777777778	12.5980519480519	2.14318849543838	-2	"F(C)"
"73"	"73"	"SMITH-PELLY"	" DEVANTE"	"New Jersey"	"F(RW)"	64	702.583	28	28	2.391	2.391	50	314	339	8.9172	91.7404	100.6576	543	605	46.372	51.666	47.3	5.1565	95.3719	100.5284	14	9	3	23	17	86	134	16.2790697674	10.447761194	1.1956	0.7686	0.2562	1.9642	1.4518	7.3443	11.4435	50	32.14	82.14	60.71	NA	" DEVANTE SMITH-PELLY"	0.162790697674419	0.0327363457413573	30.5470869565217	10.977859375	2.09512612744686	0	"F(RW)"
"74"	"74"	"KOPITAR"	" ANZE"	"Los Angeles"	"F(C)"	81	1210.08	60	36	2.975	1.785	62.5	633	519	9.4787	93.0636	102.5423	1272	944	63.07	46.807	57.4	4.717	96.1864	100.9034	13	31	18	44	31	108	201	12.037037037	6.46766169154	0.6446	1.5371	0.8925	2.1817	1.5371	5.355	9.9663	21.67	51.67	73.33	51.67	NA	" ANZE KOPITAR"	0.12037037037037	0.0363612323152188	27.5018181818182	14.9392592592593	2.94525981753273	24	"F(C)"
"75"	"75"	"CULLEN"	" MATT"	"Pittsburgh"	"F(C)"	82	870.983	30	29	2.067	1.998	50.85	429	425	6.993	93.1765	100.1695	766	779	52.768	53.663	49.58	3.9164	96.2773	100.1937	13	11	7	24	20	99	157	13.1313131313	8.28025477707	0.8955	0.7578	0.4822	1.6533	1.3778	6.8199	10.8154	43.33	36.67	80	66.67	NA	" MATT CULLEN"	0.131313131313131	0.0275550728315019	36.2909583333333	10.621743902439	2.25951597218315	1	"F(C)"
"76"	"76"	"STEPAN"	" DEREK"	"NY Rangers"	"F(C)"	72	930.983	46	35	2.965	2.256	56.79	437	448	10.5263	92.1875	102.7138	844	874	54.394	56.328	49.13	5.4502	95.9954	101.4456	13	21	14	34	27	134	215	9.70149253731	6.04651162791	0.8378	1.3534	0.9023	2.1912	1.7401	8.636	13.8563	28.26	45.65	73.91	58.7	NA	" DEREK STEPAN"	0.0970149253731343	0.036520537969007	27.3818529411765	12.9303194444444	2.6294787337685	11	"F(C)"
"77"	"77"	"TATAR"	" TOMAS"	"Detroit"	"F(C)"	81	923.683	39	35	2.533	2.274	52.7	475	409	8.2105	91.4425	99.653	873	674	56.708	43.781	56.43	4.4674	94.8071	99.2745	13	13	10	26	23	123	221	10.5691056911	5.88235294118	0.8444	0.8444	0.6496	1.6889	1.494	7.9898	14.3556	33.33	33.33	66.67	58.97	NA	" TOMAS TATAR"	0.105691056910569	0.0281481850375075	35.5262692307692	11.4034938271605	2.2800029880381	4	"F(C)"
"78"	"78"	"HUBERDEAU"	" JONATHAN"	"Florida"	"F(C)"	76	1065.9	57	38	3.209	2.139	60	546	528	10.4396	92.803	103.2426	885	968	49.817	54.489	47.76	6.4407	96.0744	102.5151	13	28	17	41	30	132	197	9.84848484848	6.59898477157	0.7318	1.5761	0.9569	2.3079	1.6887	7.4303	11.0892	22.81	49.12	71.93	52.63	NA	" JONATHAN HUBERDEAU"	0.0984848484848485	0.0384651468242799	25.9975609756098	14.025	2.92335115864528	19	"F(C)"
"79"	"79"	"COLBORNE"	" JOE"	"Calgary"	"F(C)"	73	903.883	44	44	2.921	2.921	50	428	447	10.2804	90.1566	100.437	807	866	53.569	57.485	48.24	5.4523	94.9192	100.3715	13	22	13	35	26	73	118	17.8082191781	11.0169491525	0.8629	1.4604	0.8629	2.3233	1.7259	4.8458	7.8329	29.55	50	79.55	59.09	NA	" JOE COLBORNE"	0.178082191780822	0.0387218257230195	25.8252285714286	12.3819589041096	2.82669327778042	0	"F(C)"
"80"	"80"	"MALKIN"	" EVGENI"	"Pittsburgh"	"F(C)"	57	807.5	32	29	2.378	2.155	52.46	464	412	6.8966	92.9612	99.8578	809	678	60.111	50.378	54.4	3.9555	95.7227	99.6782	13	12	9	25	22	84	160	15.4761904762	8.125	0.9659	0.8916	0.6687	1.8576	1.6347	6.2415	11.8885	40.63	37.5	78.13	68.75	NA	" EVGENI MALKIN"	0.154761904761905	0.0309597523219814	32.3	14.1666666666667	1.76470588235294	3	"F(C)"
"81"	"81"	"FLEISCHMANN"	" TOMAS"	"Chicago"	"F(LW)"	76	957.517	33	41	2.068	2.569	44.59	451	450	7.3171	90.8889	98.206	848	837	53.137	52.448	50.33	3.8915	95.1016	98.9931	13	9	7	22	20	108	186	12.037037037	6.98924731183	0.8146	0.564	0.4386	1.3786	1.2532	6.7675	11.6551	39.39	27.27	66.67	60.61	NA	" TOMAS FLEISCHMANN"	0.12037037037037	0.0229760933748435	43.5235	12.5989078947368	1.7461830964881	-8	"F(LW)"
"82"	"82"	"BACKSTROM"	" NICKLAS"	"Washington"	"F(C)"	75	1065.5	44	25	2.478	1.408	63.77	539	466	8.1633	94.6352	102.7985	1055	967	59.409	54.453	52.18	4.1706	97.4147	101.5853	13	21	17	34	30	95	168	13.6842105263	7.7380952381	0.7321	1.1825	0.9573	1.9146	1.6893	5.3496	9.4603	29.55	47.73	77.27	68.18	NA	" NICKLAS BACKSTROM"	0.136842105263158	0.0319099014547161	31.3382352941176	14.2066666666667	2.39324260910371	19	"F(C)"
"83"	"83"	"KANE"	" EVANDER"	"Buffalo"	"F(LW)"	65	1048.78	26	46	1.487	2.632	36.11	550	531	4.7273	91.3371	96.0644	977	951	55.893	54.406	50.67	2.6612	95.163	97.8242	13	8	4	21	17	199	348	6.53266331658	3.73563218391	0.7437	0.4577	0.2288	1.2014	0.9726	11.3846	19.9088	50	30.77	80.77	65.38	NA	" EVANDER KANE"	0.0653266331658292	0.0200232651271001	49.9419047619048	16.1350769230769	1.3015122332615	-20	"F(LW)"
"84"	"84"	"KARLSSON"	" ERIK"	"Ottawa"	"D"	82	1735.97	76	79	2.627	2.73	49.03	861	869	8.8269	90.9091	99.736	1672	1573	57.789	54.367	51.53	4.5455	94.9778	99.5233	13	31	16	44	29	167	399	7.78443113772	3.25814536341	0.4493	1.0714	0.553	1.5208	1.0023	5.772	13.7906	17.11	40.79	57.89	38.16	NA	" ERIK KARLSSON"	0.0778443113772455	0.0253460601277672	39.4538636363636	21.1703658536585	2.07837693047691	-3	"D"
"85"	"85"	"BELESKEY"	" MATT"	"Boston"	"F(LW)"	80	1115.72	48	38	2.581	2.044	55.81	587	553	8.1772	93.1284	101.3056	1071	1045	57.595	56.197	50.61	4.4818	96.3636	100.8454	13	17	9	30	22	145	324	8.96551724138	4.01234567901	0.6991	0.9142	0.484	1.6133	1.1831	7.7977	17.4238	27.08	35.42	62.5	45.83	NA	" MATT BELESKEY"	0.0896551724137931	0.0268884666403757	37.1906666666667	13.9465	2.15107733123006	10	"F(LW)"
"86"	"86"	"MCGINN"	" JAMIE"	"Anaheim"	"F(LW)"	84	970.7	35	40	2.163	2.472	46.67	426	451	8.216	91.1308	99.3468	789	873	48.769	53.961	47.47	4.436	95.4181	99.8541	13	12	8	25	21	121	182	10.7438016529	7.14285714286	0.8035	0.7417	0.4945	1.5453	1.298	7.4791	11.2496	37.14	34.29	71.43	60	NA	" JAMIE MCGINN"	0.107438016528926	0.0257546100752035	38.828	11.5559523809524	2.16338724631709	-5	"F(LW)"
"87"	"87"	"GIROUX"	" CLAUDE"	"Philadelphia"	"F(RW)"	78	1081.35	40	38	2.219	2.108	51.28	586	573	6.8259	93.3682	100.1941	1125	1025	62.422	56.873	52.33	3.5556	96.2927	99.8483	13	18	9	31	22	143	246	9.09090909091	5.28455284553	0.7213	0.9988	0.4994	1.7201	1.2207	7.9345	13.6496	32.5	45	77.5	55	NA	" CLAUDE GIROUX"	0.0909090909090909	0.0286678688676192	34.8822580645161	13.8634615384615	2.2360937716743	2	"F(RW)"
"88"	"88"	"REINHART"	" SAM"	"Buffalo"	"F(C)"	79	1036.32	36	40	2.084	2.316	47.37	524	513	6.8702	92.2027	99.0729	942	912	54.539	52.802	50.81	3.8217	95.614	99.4357	13	15	9	28	22	122	206	10.6557377049	6.31067961165	0.7527	0.8685	0.5211	1.6211	1.2737	7.0635	11.9269	36.11	41.67	77.78	61.11	NA	" SAM REINHART"	0.10655737704918	0.0270186814883434	37.0114285714286	13.1179746835443	2.13447583757913	-4	"F(C)"
"89"	"89"	"LANDESKOG"	" GABRIEL"	"Colorado"	"F(LW)"	75	1028.15	40	39	2.334	2.276	50.63	508	522	7.874	92.5287	100.4027	882	1057	51.471	61.684	45.49	4.5351	96.3103	100.8454	13	18	8	31	21	121	181	10.7438016529	7.18232044199	0.7586	1.0504	0.4669	1.8091	1.2255	7.0612	10.5627	32.5	45	77.5	52.5	NA	" GABRIEL LANDESKOG"	0.107438016528926	0.0301512425229782	33.1661290322581	13.7086666666667	2.26134318922336	1	"F(LW)"
"90"	"90"	"RYAN"	" BOBBY"	"Ottawa"	"F(RW)"	81	1064.05	45	48	2.537	2.707	48.39	476	616	9.4538	92.2078	101.6616	909	1068	51.257	60.223	45.98	4.9505	95.5056	100.4561	12	19	16	31	28	129	231	9.3023255814	5.19480519481	0.6767	1.0714	0.9022	1.748	1.5789	7.2741	13.0257	26.67	42.22	68.89	62.22	NA	" BOBBY RYAN"	0.0930232558139535	0.0291339692683615	34.3241935483871	13.1364197530864	2.35985151073728	-3	"F(RW)"
"91"	"91"	"HUDLER"	" JIRI"	"Florida"	"F(RW)"	72	912.283	45	47	2.96	3.091	48.91	399	436	11.2782	89.2202	100.4984	776	815	51.037	53.602	48.77	5.799	94.2331	100.0321	12	20	14	32	26	73	130	16.4383561644	9.23076923077	0.7892	1.3154	0.9208	2.1046	1.71	4.8011	8.55	26.67	44.44	71.11	57.78	NA	" JIRI HUDLER"	0.164383561643836	0.0350768347102818	28.50884375	12.6705972222222	2.52553209914029	-2	"F(RW)"
"92"	"92"	"SHARP"	" PATRICK"	"Dallas"	"F(LW)"	76	1047.53	45	46	2.577	2.635	49.45	580	502	7.7586	90.8367	98.5953	1139	978	65.239	56.017	53.8	3.9508	95.2965	99.2473	12	15	12	27	24	164	293	7.31707317073	4.09556313993	0.6873	0.8592	0.6873	1.5465	1.3747	9.3935	16.7823	26.67	33.33	60	53.33	NA	" PATRICK SHARP"	0.0731707317073171	0.0257749181407692	38.7974074074074	13.7832894736842	1.95889377869846	-1	"F(LW)"
"93"	"93"	"JANMARK"	" MATTIAS"	"Dallas"	"F(C)"	73	918.617	44	33	2.874	2.155	57.14	504	448	8.7302	92.6339	101.3641	957	814	62.507	53.167	54.04	4.5977	95.9459	100.5436	12	13	9	25	21	96	186	12.5	6.45161290323	0.7838	0.8491	0.5878	1.6329	1.3716	6.2703	12.1487	27.27	29.55	56.82	47.73	NA	" MATTIAS JANMARK"	0.125	0.0272148240235049	36.74468	12.5837945205479	1.98668215371586	11	"F(C)"
"94"	"94"	"BAERTSCHI"	" SVEN"	"Vancouver"	"F(LW)"	69	776.183	25	30	1.933	2.319	45.45	354	405	7.0621	92.5926	99.6547	647	754	50.014	58.285	46.18	3.864	96.0212	99.8852	12	7	3	19	15	82	136	14.6341463415	8.82352941176	0.9276	0.5411	0.2319	1.4687	1.1595	6.3387	10.513	48	28	76	60	NA	" SVEN BAERTSCHI"	0.146341463414634	0.0244787633844081	40.8517368421053	11.2490289855072	1.68903467352416	-5	"F(LW)"
